mc_step,l = 0error,l = 1error,l = 2error,l = 3error,l = 4error,l = 5error,l = 6error,l = 7error,l = 8error,l = 9error,l = 10error,l = 11error,l = 12error,l = 13error,l = 14error,l = 15error,l = 16error,l = 17error,l = 18error,l = 19error,l = 20error,l = 21error,l = 22error,l = 23error,l = 24error,l = 25error,l = 26error,l = 27error,l = 28error,l = 29error,l = 30error,l = 31error,l = 32error,l = 33error,l = 34error,l = 35error,l = 36error,l = 37error,l = 38error,l = 39error,l = 40error,l = 41error,l = 42error,l = 43error,l = 44error,l = 45error,l = 46error,l = 47error,l = 48error,l = 49error,
100,0.0523213,0.0440715,0.0497983,0.0494141,0.0502751,0.0496341,0.0501446,0.0572304,0.0557346,0.0566446,0.0561595,0.0551094,0.0549652,0.0559411,0.047571,0.0572183,0.055175,0.0528365,0.0438752,0.0517525,0.0445038,0.0454048,0.0419614,0.0411183,0.0387394,0.0353162,0.0357112,0.0351804,0.0326064,0.0295032,0.0310824,0.0293849,0.0271756,0.0246634,0.0265876,0.0251994,0.0268895,0.02719,0.0257219,0.0264665,0.0279515,0.0238368,0.0272532,0.0273733,0.0269808,0.0268061,0.0263377,0.0228915,0.00816523,0.000512158,
110,0.0488012,0.0495707,0.0575831,0.0524207,0.0557635,0.0561727,0.0559505,0.0548841,0.0562096,0.0515341,0.0573208,0.055472,0.052643,0.0507216,0.0515771,0.055716,0.044814,0.0507652,0.0463702,0.0442648,0.0435342,0.0422033,0.0410872,0.0380857,0.0393642,0.0350477,0.0336387,0.0335312,0.0324149,0.0303904,0.0274481,0.027376,0.0225332,0.0254576,0.0239809,0.0268078,0.0195301,0.0246919,0.0219581,0.0267962,0.0212152,0.0266737,0.0221973,0.0258275,0.0262821,0.0252255,0.0227308,0.0225233,0.00812692,0.000502586,
120,0.0558081,0.0559021,0.0546152,0.0563816,0.052042,0.0565505,0.0549148,0.0526685,0.0508784,0.0507757,0.0549277,0.0480205,0.0508794,0.0475828,0.0498624,0.057757,0.055545,0.0440799,0.0528418,0.0458389,0.0430188,0.0424389,0.0392891,0.0381358,0.0359433,0.0347417,0.0332107,0.0307565,0.0270096,0.029941,0.0219908,0.0221958,0.0228094,0.0245655,0.0225357,0.0210801,0.0237225,0.0197174,0.0203139,0.0259125,0.0160676,0.0249392,0.0182277,0.0224222,0.0206158,0.0224427,0.0208436,0.0221216,0.0080576,0.000472926,
130,0.0559696,0.0551011,0.0529534,0.0508447,0.0507361,0.0553024,0.0480297,0.0505987,0.0480462,0.0506509,0.0580754,0.0559141,0.0565446,0.0526902,0.0469466,0.0555101,0.0565057,0.055126,0.0515275,0.0439682,0.0431857,0.0410581,0.0369944,0.0348694,0.0349268,0.0305945,0.0293801,0.029613,0.0268552,0.024666,0.02083,0.0187983,0.0172522,0.0167232,0.024872,0.00978783,0.0236598,0.0173505,0.0205585,0.0195117,0.0202125,0.0141435,0.0218457,0.0195736,0.0206672,0.0154781,0.0204015,0.0175901,0.00804813,0.000462403,
140,0.0551051,0.0483617,0.0505474,0.0487994,0.0509019,0.0581111,0.0556914,0.0565645,0.0533229,0.0461314,0.0556383,0.0558519,0.0547057,0.052739,0.0552469,0.0559085,0.0503881,0.0520172,0.0509059,0.0423963,0.0409954,0.0421111,0.0338863,0.0340806,0.0341597,0.0293174,0.0264826,0.0263255,0.025061,0.0246958,0.0232675,0.0214114,0.0163546,0.020313,0.0151019,0.0197869,0.010819,0.0196473,0.0142925,0.0173267,0.0194421,0.0188144,0.00692548,0.019158,0.0158244,0.0175544,0.0135031,0.0153852,0.00798192,0.000446649,
150,0.0578041,0.0558645,0.0564812,0.0528915,0.046469,0.0557013,0.0558896,0.0549268,0.0529143,0.0552172,0.0560051,0.0498234,0.0522432,0.051526,0.0550394,0.0488389,0.0480224,0.0503611,0.0517349,0.0418037,0.0396169,0.0411113,0.0326639,0.0328305,0.0312341,0.0282173,0.0256216,0.0242555,0.0217492,0.0212619,0.0172291,0.0190563,0.0158086,0.014588,0.0131375,0.0172805,0.0120756,0.0152124,0.0133873,0.0171434,0.0141888,0.0157705,0.00999921,0.0156857,0.0151733,0.0137956,0.0134433,0.00674389,0.0078666,0.000432477,
160,0.055804,0.0553831,0.0549145,0.0523981,0.0559064,0.0559272,0.0500599,0.0525435,0.0517298,0.0548428,0.0578926,0.0565093,0.0521882,0.0515941,0.0495814,0.056094,0.0495639,0.0482456,0.0465687,0.0395207,0.0411352,0.0393695,0.0303153,0.0313619,0.02774,0.0265269,0.0236612,0.0175986,0.0181029,0.0187659,0.0158873,0.0155405,0.015058,0.012536,0.0156955,0.0121309,0.0142614,0.0129339,0.0154496,0.0115602,0.0141538,0.0103899,0.0138984,0.0129526,0.013639,0.0131849,0.00978691,0.00774136,0.00667835,0.000421961,
170,0.0555114,0.0500695,0.052368,0.0511752,0.0546321,0.057816,0.0568672,0.0505526,0.0504897,0.0502975,0.05578,0.0556968,0.0553144,0.0555339,0.0552366,0.0494452,0.048687,0.0528229,0.0472584,0.040252,0.0388685,0.0385007,0.030171,0.0267194,0.0268099,0.0232048,0.022029,0.0179031,0.0156989,0.0152584,0.0151258,0.013637,0.0116484,0.015117,0.00994089,0.0115434,0.0106515,0.0125313,0.0108075,0.0130122,0.00972849,0.0125884,0.0106839,0.0126277,0.0101287,0.0098742,0.00953423,0.00770441,0.00663699,0.00040189,
180,0.0577893,0.056937,0.0513374,0.0502768,0.0505998,0.0558396,0.0556641,0.0557062,0.0553355,0.0556014,0.0499523,0.0480326,0.0531734,0.0556409,0.0509795,0.0513893,0.0543739,0.0518492,0.0481311,0.0393751,0.038449,0.0394084,0.0273338,0.0268359,0.0244856,0.0229277,0.0185757,0.01694,0.0152584,0.0151425,0.0142923,0.0148239,0.013405,0.0104574,0.0127585,0.00891038,0.00993715,0.0106141,0.0121208,0.00879751,0.0105218,0.00724472,0.0100591,0.00943244,0.00956359,0.00882002,0.00935249,0.00765164,0.00659587,0.000390009,
190,0.055852,0.0553386,0.0556929,0.0554535,0.0559822,0.0493441,0.0480286,0.0532577,0.055557,0.0508161,0.050946,0.0537087,0.0518926,0.058018,0.0571146,0.0507257,0.0517325,0.0518416,0.0472118,0.0405762,0.039121,0.0376819,0.0259386,0.0238487,0.0225799,0.017452,0.0177652,0.0155459,0.0145107,0.0149873,0.0146183,0.0137074,0.0131763,0.0119188,0.0118678,0.00991002,0.00999867,0.00971638,0.00960747,0.0095764,0.00867999,0.00869671,0.00689969,0.00871371,0.00855959,0.00806995,0.00758019,0.00715012,0.00648844,0.000375645,
200,0.0490209,0.0487969,0.0524823,0.0547148,0.0497875,0.0511955,0.0533412,0.0511915,0.0581542,0.0569303,0.0556459,0.0523897,0.0520464,0.0557629,0.0555001,0.0560345,0.0475514,0.0549419,0.0511277,0.0416998,0.0384596,0.0334335,0.0251284,0.0211906,0.0217936,0.0177652,0.0149394,0.0120355,0.0143335,0.014507,0.0141299,0.0134229,0.0130653,0.0114932,0.00936479,0.00976778,0.00878118,0.00855311,0.00893362,0.00825705,0.00824802,0.00731367,0.00770043,0.00797988,0.00798268,0.00728702,0.00712644,0.00678441,0.0064209,0.000367848,
210,0.0505884,0.0541638,0.0519919,0.0586625,0.0570485,0.0562718,0.0522845,0.0523623,0.0558008,0.0551389,0.0558072,0.0483767,0.0548137,0.0522881,0.0498163,0.0554175,0.0500297,0.0417059,0.0466496,0.0460311,0.0366329,0.0290137,0.0238748,0.0214537,0.0137839,0.0174381,0.0143352,0.0143425,0.0139851,0.0135467,0.0130366,0.011478,0.0114525,0.00963285,0.00884498,0.00923629,0.00858831,0.00697324,0.00797315,0.00779217,0.00715558,0.00783374,0.0074568,0.00728515,0.00721725,0.00718182,0.00710908,0.00668897,0.00638474,0.000361217,
220,0.05556,0.0515365,0.0531044,0.0552576,0.0541301,0.0557719,0.0487915,0.0553766,0.0510394,0.0499104,0.0547832,0.0502465,0.0530871,0.053274,0.046114,0.0489017,0.04658,0.0590309,0.0568268,0.0403316,0.0365969,0.0278994,0.0216638,0.0238254,0.0164501,0.0140248,0.0139194,0.0138053,0.0135314,0.0076162,0.0125166,0.0114023,0.0100589,0.00923629,0.00903046,0.00818131,0.00741783,0.00778738,0.00532352,0.00758935,0.00700813,0.00672729,0.00698001,0.00706205,0.00672706,0.00700911,0.0060756,0.00659511,0.00637196,0.000355864,
230,0.0551876,0.0511888,0.055539,0.0513081,0.0509978,0.0541907,0.053221,0.0524664,0.0531169,0.0555132,0.0488157,0.0473243,0.0589414,0.0563191,0.0571265,0.0551872,0.0502058,0.0507592,0.0466926,0.0392112,0.0340898,0.0224456,0.0198675,0.0208259,0.0149034,0.0139229,0.0136577,0.0142483,0.013452,0.0125286,0.0113942,0.00882486,0.00896359,0.00891237,0.00679044,0.00751855,0.00757181,0.0067268,0.00699699,0.00658926,0.00685024,0.00560548,0.00692861,0.00501757,0.00671236,0.00658161,0.00648255,0.00621795,0.00604702,0.000348194,
240,0.0553163,0.0530473,0.0517245,0.0549096,0.0551489,0.0505367,0.0462428,0.0592172,0.0564278,0.0570996,0.054933,0.0547907,0.0550969,0.047402,0.0496464,0.0509449,0.0505812,0.0520761,0.0512743,0.0347578,0.030859,0.0224386,0.0205078,0.0155277,0.0136676,0.0130883,0.0125153,0.0127334,0.0122976,0.0116744,0.0110138,0.00883529,0.00805032,0.00839524,0.00730433,0.00703694,0.00641642,0.00663407,0.00589505,0.00671236,0.00273379,0.00630494,0.00586081,0.00627333,0.00620265,0.00618101,0.00553806,0.00598034,0.00487383,0.00034123,
250,0.0495515,0.0454178,0.0591796,0.056818,0.0571182,0.0553793,0.0552992,0.0552055,0.0488956,0.0497238,0.0506604,0.0549719,0.0525263,0.0508463,0.0510908,0.053006,0.0523141,0.0549011,0.0558528,0.0277448,0.0327137,0.0224273,0.0202915,0.0131329,0.0123973,0.010265,0.0121639,0.0121861,0.0120701,0.0110589,0.0104017,0.00887084,0.00827,0.00636018,0.00635877,0.00514391,0.00619948,0.00605543,0.00545663,0.00565189,0.00572118,0.00462667,0.00597973,0.00576061,0.00588133,0.00220756,0.00560852,0.00544016,0.00487139,0.000339708,
260,0.0552182,0.054427,0.0553907,0.04774,0.0506313,0.0502177,0.054637,0.0537928,0.0508767,0.050128,0.0525404,0.0508168,0.0544827,0.0557467,0.0591056,0.0572004,0.0575281,0.0427,0.0316869,0.0495745,0.0272417,0.0224245,0.020156,0.012152,0.0129025,0.0114375,0.0115028,0.0107585,0.0104017,0.00866602,0.00865635,0.00423779,0.00745483,0.00614521,0.00607285,0.00561099,0.00595037,0.00554671,0.00507355,0.00582418,0.00484106,0.00569163,0.00381105,0.00558298,0.00540049,0.00532991,0.00416854,0.00483549,0.00217487,0.000330639,
270,0.0499596,0.0543134,0.0539022,0.0509112,0.0488754,0.0519552,0.053739,0.0554397,0.0563288,0.0584306,0.0568326,0.0574511,0.0506503,0.0563332,0.0507966,0.0476152,0.0513526,0.0541905,0.0403081,0.0251788,0.0281609,0.0224202,0.0201703,0.0133353,0.0112501,0.011398,0.0101983,0.00919568,0.00910619,0.00827837,0.00725364,0.00718717,0.00590335,0.00538273,0.00550065,0.00503837,0.00543497,0.000550748,0.00475852,0.00457937,0.00492698,0.00433563,0.00470087,0.00488855,0.00473157,0.00437909,0.00407652,0.00380595,0.00214387,0.000324956,
280,0.0520197,0.0524704,0.0565933,0.0555149,0.0585379,0.0563593,0.0567053,0.0498481,0.0558637,0.0505975,0.0481385,0.0505967,0.05427,0.0542629,0.0537012,0.046561,0.0505585,0.0522192,0.0398302,0.01824,0.0224143,0.0180827,0.0163724,0.0134003,0.0109337,0.011667,0.010156,0.00856174,0.00817375,0.00719331,0.00648762,0.00559022,0.00509311,0.0040434,0.00516231,0.00466546,0.00407625,0.00386668,0.00481915,0.00350222,0.00452344,0.00343417,0.00432852,0.000178961,0.00414811,0.00396062,0.00401332,0.00379416,0.00207728,0.000324892,
290,0.0567762,0.0566485,0.0513352,0.0555209,0.0512416,0.0496609,0.0518066,0.0542461,0.0538111,0.0534436,0.0564159,0.0500732,0.0525554,0.0529232,0.0525875,0.0565785,0.058297,0.0457434,0.0362496,0.0224885,0.0180685,0.0159913,0.0142497,0.0129134,0.0112057,0.0107103,0.0101344,0.00770125,0.00778018,0.00697092,0.00554841,0.00514342,0.0051113,0.00506242,0.00453817,0.00410045,0.0033059,0.00377785,0.00387121,0.00336337,0.00353406,0.00368429,0.00260897,0.00391186,0.00275785,0.00376189,0.00316826,0.00201007,0.000172705,0.000324769,
300,0.0503344,0.0514809,0.0547683,0.0540409,0.0533547,0.0566568,0.0492886,0.0521883,0.0522748,0.0531221,0.0562952,0.0581772,0.0571704,0.051313,0.051595,0.0560683,0.0547666,0.0462363,0.0224129,0.031933,0.0177987,0.0132399,0.0129438,0.0100254,0.00983865,0.00995855,0.00880296,0.00726848,0.00665945,0.00572265,0.00554429,0.00459533,0.00454446,0.00435687,0.00372825,0.0034062,0.00331851,0.00344968,0.00363067,0.0031706,0.00373235,0.00286464,0.00285761,0.00298239,0.00243895,0.00268543,0.00250958,0.00194208,0.000320865,0.000171341,
310,0.0562252,0.052616,0.0527701,0.0527159,0.053114,0.0564922,0.0578546,0.0569219,0.0524635,0.0518569,0.0563553,0.053661,0.0502632,0.0504963,0.0464113,0.0548559,0.0545413,0.0347026,0.053361,0.0224293,0.0165927,0.0139877,0.0115481,0.00965245,0.00968092,0.00901097,0.00803188,0.00727561,0.00665945,0.00545182,0.00301345,0.00404187,0.00422834,0.00331606,0.00354951,0.00344968,0.00343982,0.00301332,0.00235314,0.00261544,0.00278458,0.0027542,0.00240074,0.00258359,0.00239724,0.00240497,0.00238718,0.0019268,0.000310499,0.000171335,
320,0.0563249,0.0580885,0.0572776,0.0532538,0.0521539,0.0555668,0.0536259,0.0492426,0.0496188,0.0447881,0.0553182,0.0532118,0.0571404,0.053658,0.0534151,0.0533431,0.0532064,0.0535009,0.0312933,0.022701,0.015276,0.0145694,0.011077,0.00966367,0.0094635,0.0089247,0.00823437,0.00686373,0.00642403,0.00516436,0.00415974,0.00384745,0.00290814,0.00327644,0.00235994,0.00279275,0.00259441,0.00265394,0.00207554,0.00241704,0.00166217,0.00238992,0.00226051,0.00224989,0.00217967,0.00214058,0.00223493,0.0018682,0.000310499,0.000168027,
330,0.0560443,0.0546506,0.0493427,0.0506279,0.0477743,0.0554816,0.0528229,0.0567536,0.0545749,0.0525621,0.0539077,0.0532633,0.0543807,0.0568183,0.0576844,0.0573017,0.0536385,0.0508369,0.0304968,0.0226103,0.0133137,0.0138358,0.00947573,0.00982774,0.00917458,0.00836145,0.00742002,0.00660156,0.00605282,0.00496151,0.00387408,0.00363476,0.00261837,0.00251129,0.00231072,0.00198267,0.0016492,0.0016518,0.00191701,0.00165718,0.001994,0.00219812,0.00156502,0.00202898,0.00164359,0.00212466,0.00137613,0.0017821,0.000306912,0.000166654,
340,0.0562975,0.0511464,0.0571796,0.0534247,0.0520836,0.0545235,0.0523649,0.0541448,0.0568364,0.0591597,0.0466248,0.0540814,0.0503546,0.0559092,0.0525362,0.0575877,0.0503413,0.0488924,0.0275656,0.022417,0.012537,0.0128756,0.0100997,0.00916562,0.00841803,0.00752757,0.00708353,0.0065213,0.00545033,0.00492541,0.00348712,0.00363241,0.00256129,0.00239259,0.00164305,0.00103204,0.00162446,0.00129831,0.001529,0.00162637,0.00193588,0.00146985,0.00165405,0.00140927,0.00162406,0.00134246,0.00140553,0.00135681,0.000295371,0.0001644,
350,0.0546746,0.0534898,0.0535847,0.0570938,0.0590048,0.0573948,0.0543609,0.0507458,0.055412,0.0534019,0.0574902,0.0553752,0.0539858,0.050071,0.0504389,0.0518331,0.0469822,0.0492989,0.0226092,0.0210067,0.0108751,0.0131906,0.00917957,0.00897757,0.00792794,0.00714091,0.0067142,0.00647159,0.00486808,0.00457565,0.00319402,0.00297295,0.00256129,0.00135591,0.00123582,0.00162653,0.000760471,0.00134158,0.000981261,0.0014099,0.000926209,0.00145545,0.000615379,0.00132345,0.000611321,0.00128955,0.00125783,0.00119789,0.000293115,0.000159591,
360,0.057488,0.0551484,0.0499673,0.0562007,0.053241,0.0566695,0.0556883,0.0534051,0.0488209,0.0516677,0.0511947,0.0496688,0.0474715,0.0541676,0.0540714,0.053793,0.0573288,0.058852,0.0229563,0.0213224,0.0116425,0.00915445,0.00857835,0.00888241,0.00747101,0.00721664,0.00670696,0.00660369,0.00428361,0.0044657,0.00305816,0.00273442,0.00253022,0.00126188,0.00109638,0.000749328,0.00145545,0.0009554,0.0012647,0.000407989,0.00118915,0.000697042,0.0011887,0.000189145,0.00106578,0.00087788,0.000590738,0.000534757,0.000291749,0.000158178,
370,0.0567114,0.0553875,0.0524849,0.0516277,0.0523142,0.0503066,0.0488166,0.0457849,0.0535737,0.0551199,0.054085,0.0575333,0.0588246,0.0539281,0.0566538,0.0564388,0.0487816,0.0542462,0.0228939,0.0210232,0.0127485,0.0086,0.00780919,0.00800881,0.00846484,0.00705345,0.0066663,0.00619505,0.00431007,0.00345192,0.00298181,0.00248163,0.0020111,0.00124601,0.000909294,0.000752896,0.000386993,0.000800335,0.000710191,0.000421467,0.000671283,0.000656936,0.000426519,0.000578024,0.000261594,0.000566365,0.000511363,0.000287916,0.000185634,0.000156585,
380,0.0501128,0.0487839,0.0456484,0.0526898,0.054791,0.0550576,0.0574365,0.059073,0.0545377,0.0566008,0.0565921,0.0524419,0.0536698,0.0573347,0.0563265,0.0502339,0.0506843,0.0522897,0.0229432,0.0198153,0.0112794,0.0081844,0.00830788,0.00654445,0.00634876,0.00638918,0.00606157,0.00555848,0.00432796,0.00301917,0.00269053,0.00227791,0.0013713,0.000794916,0.000323116,0.000628107,0.000317458,0.000458303,0.000267918,0.000409892,0.0004146,0.000461411,0.000376924,0.000482358,0.000317839,0.000278166,0.000277473,0.000247261,0.000184446,0.00015597,
390,0.0546505,0.0578832,0.0584405,0.0559521,0.0563867,0.0565711,0.052321,0.0524847,0.056755,0.0559088,0.0498387,0.0512901,0.0538606,0.0543406,0.0475004,0.0462017,0.0521099,0.0491136,0.0231129,0.0134776,0.011147,0.00759411,0.0063291,0.00623004,0.0071235,0.00501822,0.00411744,0.00491751,0.00432593,0.00267926,0.00227954,0.00153324,0.000729465,0.00053427,0.000113961,0.000342994,0.000387994,0.000317458,0.000279228,0.00027476,0.000301924,0.000223017,0.00026891,0.000142208,0.000243577,0.000213431,0.000230423,0.00023368,0.000183495,0.000152992,
400,0.0571157,0.0520169,0.0519188,0.0574165,0.0555707,0.0505955,0.0482617,0.0534607,0.0544966,0.0478955,0.0577715,0.051234,0.0583155,0.0546034,0.0485676,0.0557961,0.0553856,0.045544,0.0102698,0.00776769,0.0126541,0.0230816,0.0064815,0.00640461,0.00560992,0.00468161,0.00385253,0.00405323,0.00337666,0.00235593,0.00134047,0.00129839,0.000265101,0.000317458,0.000309374,0.000177414,0.000237396,0.000227642,0.00019866,0.000197207,0.000201362,0.000152957,7.38452e-05,0.000223713,0.000189846,0.000207125,0.000185777,0.000174257,0.000133374,0.000150862,
410,0.0519417,0.0494885,0.0523306,0.0559572,0.0467987,0.0566069,0.0572128,0.0587209,0.0561183,0.0475117,0.056732,0.0544374,0.0516952,0.0527453,0.0507538,0.0472999,0.0582266,0.055732,0.0233966,0.0121115,0.0070519,0.00632553,0.00650615,0.00969913,0.0048022,0.00496046,0.00389156,0.00209288,0.00204056,0.00188512,0.00111059,0.000741112,0.00023643,0.000190968,0.000178727,8.10593e-05,0.000133233,0.000112687,0.000109822,9.83361e-05,0.000183794,6.19578e-05,0.000160247,0.000181174,8.57561e-05,0.000171058,0.000100468,0.000148964,7.08058e-05,0.000130246,
420,0.055965,0.0570351,0.0583201,0.0540538,0.0484948,0.0569127,0.053944,0.0518394,0.0531334,0.0514517,0.0521525,0.0580115,0.0502046,0.0539508,0.0558164,0.0500765,0.0441111,0.0447576,0.0229243,0.0117751,0.0108705,0.00610616,0.00660227,0.00674923,0.00499006,0.00397715,0.00366027,0.00196962,0.00123691,0.00125636,0.000922288,0.00066116,0.000132656,0.000139014,0.000100192,0.000141616,0.000109182,0.00014664,0.000102528,0.000112259,0.000112125,6.19807e-05,0.000126777,8.01872e-05,0.000126091,6.92869e-05,9.71026e-05,5.86212e-05,7.99334e-05,7.02937e-05,
430,0.0557877,0.054117,0.0517283,0.0527445,0.0521616,0.0489293,0.0579145,0.0508209,0.0542969,0.0540474,0.0508532,0.0571129,0.0441314,0.0553221,0.0576272,0.0533469,0.0452911,0.0487085,0.0232444,0.0113917,0.0122086,0.00664553,0.00675667,0.0052576,0.00571538,0.00423993,0.00352738,0.00152598,0.000712888,0.000831744,0.000833651,0.00039701,8.94644e-05,0.00012888,5.18769e-05,9.06605e-05,9.04862e-05,9.50234e-05,8.16634e-05,9.83341e-05,6.42538e-05,0.00010515,8.64822e-05,9.07984e-05,7.88735e-05,7.3924e-05,6.00296e-05,6.76449e-05,6.50791e-05,5.80424e-05,
