oscillator_number,seed,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
100,1299,0.588792,0.545119,0.631105,0.619535,0.582586,0.614977,0.583179,0.611783,0.583708,0.61147,0.597983,0.605202,0.577704,0.599671,0.600848,0.584633,0.60784,0.59558,0.587528,0.629392,0.585364,0.59659,0.587842,0.597224,0.607433,0.629309,0.600672,0.639835,0.578627,0.554082,0.591799,0.56826,0.632039,0.597027,0.608223,0.618659,0.576583,0.626492,0.630783,0.603471,0.596242,0.610596,0.561257,0.60547,0.630853,0.603988,0.626844,0.578153,0.616978,0.586014,0.5923,0.581139,0.589446,0.601957,0.59568,0.636794,0.611218,0.617106,0.609366,0.595167,0.607082,0.599414,0.629135,0.607065,0.605761,0.622615,0.605224,0.579534,0.603679,0.60869,0.596884,0.620646,0.628015,0.611481,0.566807,0.581782,0.582584,0.615989,0.630156,0.610703,0.590349,0.609846,0.61967,0.586565,0.602153,0.565386,0.619068,0.587996,0.596295,0.611935,0.622063,0.590317,0.581067,0.619227,0.579753,0.566783,0.598638,0.599198,0.604992,0.607449,
100,1300,0.641037,0.587872,0.597957,0.572906,0.569263,0.589401,0.601456,0.612041,0.5651,0.603515,0.633077,0.62348,0.592309,0.614163,0.627991,0.612026,0.571994,0.597686,0.593154,0.600104,0.60207,0.614861,0.609006,0.598469,0.603974,0.611909,0.600571,0.602576,0.610054,0.608828,0.638646,0.609752,0.598537,0.605788,0.593357,0.603418,0.619988,0.591079,0.573286,0.581631,0.618198,0.607709,0.605451,0.619943,0.589494,0.589625,0.592782,0.587053,0.630081,0.614003,0.627986,0.598914,0.571507,0.640673,0.555551,0.608317,0.617615,0.590544,0.583732,0.608363,0.607131,0.609626,0.561888,0.649976,0.588163,0.609886,0.579941,0.596018,0.625763,0.628146,0.611191,0.579664,0.595254,0.614793,0.596103,0.597948,0.618483,0.602846,0.637103,0.602783,0.636139,0.60579,0.573783,0.578217,0.635871,0.591217,0.61733,0.611503,0.597245,0.597912,0.636305,0.582974,0.599697,0.610924,0.576373,0.588961,0.604688,0.606628,0.582147,0.56495,
100,1301,0.593775,0.610265,0.592453,0.593264,0.613736,0.606836,0.549364,0.630088,0.555004,0.583673,0.582759,0.616919,0.637553,0.619103,0.579522,0.587747,0.586623,0.580664,0.590747,0.577734,0.623562,0.595994,0.586449,0.622679,0.590014,0.60942,0.598063,0.633314,0.588918,0.620676,0.587581,0.586499,0.585353,0.600494,0.585442,0.616376,0.579957,0.610213,0.591612,0.626698,0.585836,0.605952,0.612278,0.604272,0.631495,0.605085,0.648689,0.593722,0.614131,0.576814,0.645329,0.592442,0.582397,0.584826,0.580609,0.592267,0.612467,0.62649,0.611521,0.608126,0.634945,0.622486,0.611331,0.576749,0.606871,0.62753,0.582874,0.585389,0.578935,0.582987,0.614826,0.60784,0.610029,0.61451,0.572378,0.618732,0.598089,0.612457,0.602736,0.612075,0.58538,0.605015,0.580903,0.596776,0.599728,0.626355,0.557844,0.598397,0.591824,0.63016,0.568976,0.610762,0.641994,0.629137,0.617209,0.56545,0.583748,0.597514,0.609966,0.604616,
100,1302,0.593316,0.610451,0.579268,0.595818,0.581533,0.561105,0.610026,0.578655,0.636212,0.584606,0.573203,0.572876,0.575809,0.658415,0.611294,0.599084,0.614846,0.564918,0.571234,0.599265,0.583971,0.610568,0.587186,0.593428,0.570241,0.623028,0.601248,0.596661,0.584156,0.591114,0.588372,0.61249,0.581789,0.615579,0.623818,0.600915,0.615558,0.616917,0.596957,0.640679,0.57099,0.584526,0.604621,0.60434,0.594487,0.612099,0.598305,0.568372,0.624253,0.615635,0.646206,0.599281,0.620842,0.638469,0.592972,0.616402,0.623868,0.578379,0.59094,0.606397,0.565869,0.589689,0.596511,0.595323,0.634239,0.585405,0.63006,0.596173,0.588217,0.604537,0.598281,0.606843,0.577952,0.565354,0.591266,0.580044,0.624245,0.600448,0.590414,0.615505,0.640971,0.584673,0.618416,0.560133,0.585705,0.611282,0.593268,0.595345,0.58222,0.609101,0.615357,0.617322,0.632386,0.561692,0.614131,0.595977,0.594246,0.606206,0.602768,0.625943,
100,1303,0.579147,0.606377,0.582193,0.553665,0.561432,0.585523,0.557691,0.628699,0.589498,0.577961,0.629132,0.602599,0.599329,0.603477,0.598102,0.60359,0.616285,0.595013,0.629176,0.589398,0.628198,0.580131,0.580455,0.586215,0.576013,0.618947,0.565602,0.605375,0.566372,0.552564,0.620636,0.588866,0.588699,0.593382,0.558525,0.591838,0.588772,0.59274,0.596498,0.641634,0.596795,0.583125,0.623854,0.5865,0.644675,0.630253,0.650718,0.601118,0.613829,0.657964,0.610385,0.599233,0.640808,0.569424,0.613747,0.587493,0.617388,0.622684,0.592276,0.602872,0.570094,0.606669,0.601366,0.592674,0.59873,0.557418,0.622715,0.607161,0.605661,0.613771,0.646543,0.597424,0.622793,0.61118,0.551724,0.554009,0.58601,0.570708,0.643483,0.610771,0.612251,0.578521,0.585162,0.601822,0.616858,0.613028,0.601452,0.591037,0.615483,0.612787,0.618228,0.569372,0.6062,0.634206,0.599027,0.585458,0.640721,0.56754,0.587744,0.611596,
100,1304,0.637617,0.582165,0.628655,0.589562,0.617425,0.58329,0.586994,0.621409,0.589996,0.602023,0.627146,0.570398,0.583384,0.59426,0.581221,0.609282,0.591873,0.636058,0.601471,0.591469,0.602065,0.64058,0.541094,0.609305,0.579115,0.60085,0.584244,0.605939,0.606387,0.620807,0.621972,0.607197,0.593166,0.602308,0.602745,0.586608,0.595192,0.58523,0.604837,0.609517,0.608399,0.57172,0.591032,0.589801,0.570665,0.608118,0.591822,0.581761,0.570009,0.572517,0.609748,0.566503,0.582407,0.615749,0.623084,0.584869,0.633451,0.591633,0.63126,0.629745,0.622427,0.634337,0.586602,0.638313,0.573909,0.544485,0.593506,0.618385,0.608751,0.583892,0.596856,0.588724,0.597454,0.612612,0.620759,0.572664,0.624427,0.589469,0.585123,0.609459,0.573925,0.604336,0.60477,0.599831,0.628906,0.613456,0.613084,0.591892,0.608668,0.592207,0.56976,0.597324,0.589222,0.585749,0.629844,0.624258,0.609988,0.603019,0.570663,0.592062,
100,1305,0.615146,0.606856,0.621466,0.602952,0.632036,0.572634,0.610476,0.587138,0.607596,0.611294,0.594908,0.593932,0.596996,0.637235,0.581521,0.626434,0.577761,0.601811,0.635227,0.588553,0.583914,0.615674,0.625773,0.612597,0.627285,0.596584,0.592012,0.573634,0.619424,0.611717,0.589059,0.621447,0.619486,0.601702,0.617406,0.568637,0.594107,0.601457,0.586349,0.62084,0.590098,0.633846,0.588879,0.61127,0.600936,0.58841,0.613666,0.595068,0.594974,0.598619,0.617123,0.617956,0.588123,0.597879,0.589273,0.601836,0.583986,0.607035,0.588719,0.597416,0.61572,0.625595,0.56358,0.610555,0.590144,0.634723,0.602786,0.613993,0.583417,0.583503,0.571633,0.616345,0.591996,0.5859,0.583525,0.611931,0.650556,0.579073,0.595314,0.618137,0.589881,0.56826,0.595077,0.632757,0.632505,0.616601,0.573169,0.578479,0.624493,0.607928,0.600089,0.621828,0.618448,0.580259,0.591345,0.608682,0.616559,0.59582,0.578363,0.635708,
100,1306,0.6362,0.553494,0.593369,0.586885,0.576914,0.643574,0.607883,0.610177,0.613793,0.574193,0.629906,0.607378,0.593934,0.576135,0.597692,0.59639,0.607244,0.603305,0.589163,0.644376,0.645044,0.6137,0.616624,0.646148,0.612414,0.592492,0.609755,0.628029,0.620396,0.590363,0.607008,0.578614,0.596224,0.590878,0.655457,0.554145,0.621033,0.611211,0.627493,0.6174,0.586274,0.570714,0.610555,0.59475,0.603821,0.592346,0.609085,0.614776,0.623585,0.590022,0.605746,0.590601,0.619889,0.600192,0.571034,0.629912,0.596857,0.615182,0.611381,0.571999,0.600994,0.639444,0.623447,0.595999,0.615084,0.583962,0.57952,0.624154,0.613986,0.60104,0.578549,0.631587,0.620482,0.58132,0.584962,0.57277,0.618339,0.617702,0.584361,0.639646,0.600697,0.607013,0.616882,0.595219,0.620925,0.590847,0.584566,0.583754,0.603775,0.627551,0.582529,0.598709,0.569453,0.609065,0.591263,0.622954,0.665731,0.565865,0.623533,0.590987,
100,1307,0.571895,0.595385,0.579191,0.602737,0.576202,0.623609,0.600681,0.598603,0.584694,0.597551,0.596774,0.589992,0.620087,0.601531,0.609177,0.613622,0.595294,0.636801,0.579381,0.630951,0.599992,0.59405,0.605858,0.600924,0.601018,0.585615,0.607279,0.590918,0.592406,0.589872,0.606953,0.606766,0.61205,0.56554,0.592858,0.574858,0.609948,0.604205,0.615056,0.597316,0.623604,0.591274,0.577346,0.564438,0.611453,0.574459,0.588919,0.610211,0.596511,0.580694,0.637778,0.613925,0.630369,0.61189,0.6281,0.646714,0.603596,0.589333,0.635818,0.601152,0.636004,0.608341,0.61217,0.586131,0.542901,0.600271,0.626363,0.643467,0.58188,0.607056,0.609297,0.593985,0.577792,0.602269,0.619503,0.604782,0.573597,0.598011,0.591999,0.605744,0.582641,0.611067,0.608743,0.588457,0.605475,0.608051,0.586695,0.578966,0.573181,0.610548,0.553639,0.55823,0.607496,0.579765,0.577015,0.603929,0.582727,0.625015,0.636356,0.593125,
100,1308,0.62483,0.598099,0.660927,0.578503,0.563796,0.61236,0.652304,0.605885,0.630142,0.614973,0.616536,0.622144,0.597866,0.608382,0.582592,0.589143,0.593464,0.565238,0.567744,0.58657,0.594966,0.605469,0.593568,0.587455,0.612501,0.641277,0.596135,0.582436,0.633037,0.593914,0.640497,0.578391,0.623835,0.599052,0.607798,0.582957,0.615394,0.632212,0.594139,0.625286,0.60768,0.590848,0.551911,0.580377,0.620843,0.563307,0.583905,0.571178,0.602778,0.564124,0.608012,0.586263,0.580604,0.614196,0.596168,0.582858,0.62376,0.56352,0.59215,0.597168,0.565619,0.601753,0.61637,0.591178,0.607329,0.574215,0.594437,0.581893,0.611842,0.602459,0.617212,0.621955,0.58174,0.597097,0.608232,0.581396,0.579988,0.604997,0.607529,0.602135,0.595076,0.59855,0.609625,0.594774,0.613971,0.620598,0.60573,0.637958,0.629497,0.616592,0.620018,0.593368,0.563977,0.604941,0.60134,0.58866,0.570871,0.592456,0.653714,0.595835,
100,1309,0.637236,0.588447,0.603919,0.641208,0.574113,0.632628,0.600972,0.592066,0.601929,0.628086,0.590095,0.624493,0.628973,0.595841,0.549914,0.62859,0.638919,0.622691,0.607811,0.603546,0.629529,0.623054,0.600536,0.586583,0.617953,0.608249,0.569838,0.60744,0.590904,0.628988,0.608345,0.608813,0.642096,0.6043,0.615089,0.621541,0.595957,0.590448,0.589932,0.586283,0.565261,0.612384,0.604078,0.623452,0.622917,0.611098,0.589393,0.60045,0.590599,0.585459,0.593698,0.592058,0.571212,0.607083,0.642452,0.618137,0.629579,0.57377,0.626478,0.601022,0.575871,0.550314,0.563694,0.600865,0.638248,0.578829,0.59932,0.615997,0.586841,0.624751,0.59844,0.5738,0.576993,0.6167,0.592659,0.611489,0.589386,0.603521,0.622317,0.58462,0.587336,0.548945,0.60905,0.585994,0.647858,0.598259,0.604705,0.602904,0.572837,0.599125,0.600663,0.588231,0.59322,0.590291,0.568507,0.615424,0.600895,0.619965,0.622593,0.656324,
100,1310,0.574768,0.593089,0.59036,0.621683,0.621032,0.611455,0.608254,0.547051,0.601036,0.596342,0.631406,0.602865,0.640266,0.639655,0.532286,0.550939,0.63093,0.589425,0.578503,0.613135,0.547878,0.578647,0.591852,0.625136,0.600121,0.59753,0.576159,0.603011,0.619167,0.614238,0.612761,0.643697,0.595021,0.618004,0.622872,0.609919,0.611341,0.613151,0.59227,0.606126,0.601097,0.593189,0.624031,0.587411,0.581921,0.590244,0.619644,0.589986,0.603409,0.593491,0.56846,0.589078,0.626978,0.589031,0.612136,0.602846,0.574329,0.577715,0.59371,0.597187,0.602151,0.59029,0.582272,0.628137,0.598228,0.622531,0.592892,0.628886,0.593928,0.577627,0.604551,0.557726,0.620691,0.626819,0.5872,0.588038,0.611386,0.593993,0.598392,0.579866,0.575214,0.613198,0.601926,0.583494,0.601738,0.610453,0.56204,0.602654,0.593688,0.593353,0.596084,0.58773,0.583735,0.592392,0.628112,0.632726,0.602298,0.603094,0.572567,0.585577,
100,1311,0.609899,0.605206,0.58654,0.568729,0.668405,0.595548,0.593765,0.590833,0.616823,0.618747,0.62183,0.629056,0.598064,0.597976,0.587227,0.59222,0.640169,0.608493,0.58832,0.585571,0.613498,0.585081,0.600805,0.587987,0.562925,0.648456,0.619841,0.599936,0.621803,0.630607,0.619794,0.6112,0.612484,0.614912,0.607761,0.598865,0.598074,0.57402,0.585855,0.610153,0.599238,0.568774,0.60588,0.619825,0.629553,0.62557,0.588882,0.630297,0.595469,0.609361,0.607073,0.589108,0.591257,0.600667,0.547137,0.596422,0.634885,0.585541,0.632843,0.630888,0.621469,0.635668,0.595254,0.579618,0.620374,0.622991,0.590732,0.585199,0.575243,0.635912,0.578081,0.575528,0.645583,0.588124,0.612784,0.622671,0.643189,0.572644,0.567332,0.609298,0.578725,0.608349,0.57056,0.609874,0.626401,0.614447,0.632472,0.587053,0.586237,0.557242,0.610408,0.632135,0.583605,0.575794,0.592104,0.616102,0.60372,0.584482,0.609811,0.613961,
100,1312,0.584429,0.62086,0.626543,0.603753,0.574411,0.597545,0.577254,0.57973,0.593752,0.586758,0.605536,0.559531,0.566105,0.606023,0.578673,0.573456,0.60898,0.620971,0.631442,0.607022,0.64066,0.572611,0.638455,0.58323,0.601426,0.608201,0.579944,0.635984,0.568219,0.601219,0.604934,0.614645,0.591105,0.603008,0.612374,0.596943,0.613612,0.58995,0.603804,0.580435,0.577447,0.56543,0.59485,0.578429,0.587503,0.601551,0.594801,0.609264,0.58377,0.579671,0.60547,0.57889,0.595829,0.584435,0.616615,0.560942,0.599735,0.586632,0.621034,0.56897,0.571325,0.596076,0.610054,0.631795,0.608848,0.615894,0.592962,0.62254,0.59073,0.613453,0.600906,0.637931,0.592547,0.599226,0.611832,0.613095,0.583343,0.596185,0.595626,0.595614,0.630362,0.616921,0.605967,0.59115,0.630598,0.601633,0.605122,0.594953,0.597514,0.617214,0.604089,0.629824,0.596382,0.620417,0.608433,0.584553,0.595001,0.596397,0.604094,0.614093,
100,1313,0.603207,0.602714,0.629303,0.602674,0.556162,0.615085,0.586348,0.626605,0.60325,0.624234,0.609564,0.566102,0.582402,0.626723,0.614006,0.574301,0.591868,0.616328,0.634261,0.618891,0.620914,0.573556,0.60765,0.641872,0.619551,0.579433,0.595902,0.591546,0.603337,0.583383,0.613383,0.58756,0.600699,0.61686,0.623882,0.631657,0.61412,0.63562,0.610663,0.584594,0.580167,0.589773,0.611926,0.596701,0.601829,0.649742,0.624146,0.608209,0.609331,0.609549,0.575339,0.576655,0.583752,0.623647,0.574898,0.60333,0.630557,0.630803,0.572499,0.58744,0.601358,0.619051,0.616697,0.575686,0.574024,0.628263,0.594631,0.597444,0.60495,0.613575,0.580212,0.601787,0.600623,0.60302,0.611817,0.565717,0.602564,0.613066,0.605793,0.611343,0.597228,0.596204,0.59082,0.59829,0.609131,0.595913,0.636875,0.606533,0.603756,0.598306,0.627123,0.615614,0.644507,0.576459,0.59503,0.595409,0.597686,0.604429,0.581037,0.584569,
100,1314,0.633555,0.585735,0.589485,0.630919,0.612621,0.587437,0.590751,0.597323,0.579395,0.629403,0.573681,0.640225,0.563812,0.593611,0.602322,0.615415,0.609726,0.597421,0.61673,0.602239,0.586151,0.621578,0.55179,0.602157,0.600943,0.616888,0.586929,0.661492,0.585608,0.614737,0.604651,0.625482,0.599295,0.604897,0.572686,0.576047,0.61106,0.608202,0.596757,0.585303,0.630315,0.586771,0.60711,0.547405,0.599871,0.583539,0.625822,0.613767,0.574595,0.599872,0.608332,0.620349,0.591035,0.618173,0.578888,0.536018,0.561745,0.544971,0.639066,0.602856,0.5958,0.60366,0.625114,0.60692,0.597452,0.629242,0.582784,0.575762,0.63828,0.607298,0.588117,0.589,0.578926,0.563984,0.589827,0.600824,0.611347,0.627609,0.587744,0.620239,0.626344,0.596615,0.584901,0.61088,0.642618,0.615406,0.599302,0.606201,0.592715,0.627631,0.586262,0.572196,0.582495,0.582746,0.581786,0.595986,0.570952,0.613768,0.606511,0.590629,
100,1315,0.617167,0.588005,0.525578,0.617366,0.626482,0.611764,0.60051,0.598562,0.580127,0.627241,0.596788,0.593768,0.603745,0.605089,0.615554,0.593175,0.613566,0.635118,0.589599,0.604287,0.600254,0.623429,0.63662,0.585933,0.550316,0.620386,0.603056,0.623681,0.656778,0.636893,0.638126,0.644373,0.56973,0.606278,0.604295,0.591786,0.56039,0.630642,0.610078,0.612774,0.641485,0.623055,0.596035,0.639365,0.666959,0.626833,0.613008,0.560439,0.610653,0.567608,0.604745,0.623944,0.551419,0.579838,0.624492,0.596594,0.597612,0.610697,0.62604,0.5814,0.594575,0.631924,0.608018,0.621592,0.616884,0.592315,0.595662,0.596621,0.636243,0.567491,0.64826,0.593082,0.587771,0.606768,0.613663,0.589486,0.615434,0.609274,0.598633,0.582156,0.667438,0.632052,0.607306,0.601376,0.653261,0.589322,0.632667,0.588249,0.642934,0.574463,0.581937,0.600653,0.584362,0.618625,0.626515,0.613925,0.598581,0.636075,0.599793,0.609023,
100,1316,0.578019,0.63124,0.584779,0.584259,0.624474,0.60203,0.583924,0.630744,0.581147,0.589709,0.611586,0.626752,0.534198,0.593669,0.625976,0.615088,0.613925,0.592196,0.632753,0.626001,0.62567,0.629343,0.628107,0.600024,0.62552,0.623159,0.601647,0.605937,0.603775,0.603389,0.611016,0.598655,0.56057,0.602758,0.597141,0.60886,0.58385,0.555595,0.556626,0.598818,0.587246,0.624623,0.625533,0.624223,0.578892,0.580654,0.580985,0.614868,0.587203,0.622004,0.621418,0.60013,0.607385,0.603743,0.611006,0.605195,0.574653,0.637383,0.593571,0.644735,0.615001,0.625536,0.622578,0.618801,0.570799,0.605702,0.61642,0.574369,0.596588,0.573416,0.62025,0.628165,0.622997,0.63101,0.578846,0.578273,0.618262,0.591088,0.626662,0.613477,0.6173,0.610095,0.626464,0.593147,0.6142,0.59282,0.59207,0.581993,0.631187,0.621449,0.598824,0.575771,0.587821,0.585045,0.568701,0.584001,0.604767,0.552981,0.572635,0.613466,
100,1317,0.562644,0.602927,0.628338,0.548106,0.580107,0.616819,0.60678,0.532959,0.607601,0.570721,0.616445,0.628237,0.589014,0.634311,0.587026,0.577532,0.598368,0.573919,0.553688,0.575674,0.602752,0.611729,0.613693,0.623745,0.615659,0.604976,0.630447,0.582519,0.596276,0.58291,0.611584,0.591746,0.611816,0.592885,0.585564,0.617135,0.593589,0.599307,0.590744,0.623593,0.577434,0.601851,0.59404,0.614554,0.607072,0.593722,0.603946,0.629523,0.603698,0.593705,0.611067,0.613622,0.628896,0.630104,0.597162,0.611885,0.598052,0.60745,0.577278,0.595138,0.620483,0.63274,0.608785,0.587931,0.613098,0.630426,0.615233,0.591152,0.621931,0.596267,0.584581,0.628787,0.610479,0.624935,0.616826,0.588405,0.6089,0.59094,0.585091,0.607776,0.597826,0.629484,0.634978,0.618748,0.564874,0.580803,0.612888,0.594716,0.580422,0.62186,0.58141,0.572355,0.621192,0.572533,0.603174,0.618638,0.600368,0.618038,0.616454,0.600088,
100,1318,0.620396,0.649003,0.61275,0.586122,0.588355,0.584438,0.628309,0.586945,0.591488,0.592829,0.64869,0.640297,0.600008,0.59321,0.607516,0.601553,0.562122,0.635072,0.603078,0.604436,0.600064,0.600297,0.600868,0.586631,0.583834,0.606463,0.590915,0.618801,0.607113,0.593828,0.592786,0.612121,0.56564,0.596199,0.594739,0.607248,0.608204,0.59222,0.557548,0.57661,0.634663,0.633768,0.5928,0.580627,0.627207,0.626995,0.619823,0.586523,0.605265,0.597874,0.575721,0.636182,0.59269,0.589946,0.605452,0.577048,0.581148,0.614095,0.607376,0.62193,0.620603,0.585855,0.619203,0.596785,0.642507,0.596296,0.618618,0.609447,0.583573,0.554456,0.550266,0.589018,0.58954,0.623885,0.609303,0.603123,0.600418,0.591936,0.605792,0.609809,0.592168,0.577981,0.625274,0.623077,0.572633,0.583781,0.588965,0.605438,0.611715,0.612525,0.583469,0.644788,0.643458,0.623268,0.608348,0.570608,0.596542,0.57288,0.594132,0.62501,
100,1319,0.62495,0.602147,0.613928,0.586704,0.611479,0.593156,0.615895,0.615228,0.590789,0.60423,0.610102,0.617574,0.628674,0.606107,0.592423,0.637111,0.623253,0.619072,0.591979,0.630796,0.581599,0.579062,0.588402,0.585871,0.618017,0.571119,0.636298,0.608583,0.574766,0.612575,0.579971,0.592117,0.603443,0.640464,0.621126,0.616141,0.599912,0.627769,0.603747,0.606256,0.615691,0.640633,0.621387,0.624478,0.626305,0.572085,0.618166,0.592163,0.579362,0.600272,0.596583,0.596817,0.621372,0.566704,0.619556,0.612637,0.605454,0.628272,0.610847,0.612834,0.623674,0.572658,0.582259,0.627651,0.586645,0.587276,0.560907,0.602132,0.593201,0.592128,0.619164,0.589497,0.569921,0.57675,0.555048,0.578147,0.596887,0.582081,0.580955,0.600589,0.600128,0.607982,0.579613,0.570884,0.590157,0.598007,0.557855,0.590936,0.58521,0.627835,0.633116,0.634682,0.623365,0.582084,0.632288,0.595623,0.602684,0.586864,0.586939,0.627305,
100,1320,0.615344,0.613783,0.615626,0.585899,0.60927,0.623684,0.618602,0.616477,0.585642,0.561474,0.602456,0.618611,0.565564,0.554677,0.606169,0.564026,0.602431,0.624408,0.591592,0.60955,0.614581,0.617805,0.623371,0.576667,0.566007,0.586249,0.626468,0.589802,0.592821,0.548391,0.629049,0.579617,0.60259,0.610843,0.637279,0.623498,0.629434,0.574984,0.628782,0.573999,0.614069,0.610922,0.598209,0.559935,0.649004,0.585901,0.554197,0.636237,0.6117,0.6099,0.580498,0.613078,0.589029,0.604995,0.60238,0.59883,0.605043,0.60028,0.576886,0.592738,0.565978,0.597874,0.604773,0.581456,0.59046,0.619168,0.626603,0.618382,0.587296,0.589408,0.598149,0.590271,0.583087,0.615951,0.6343,0.588737,0.600567,0.604239,0.567954,0.600857,0.609046,0.649169,0.620806,0.603752,0.630944,0.587171,0.594332,0.609357,0.605063,0.602265,0.582838,0.562859,0.612996,0.599362,0.610711,0.639062,0.607843,0.598381,0.568112,0.604147,
100,1321,0.609766,0.574941,0.571194,0.574086,0.581864,0.615428,0.600073,0.590255,0.570974,0.584818,0.59127,0.606512,0.58435,0.610247,0.633376,0.561149,0.587934,0.604223,0.625936,0.607229,0.60887,0.628118,0.612455,0.657731,0.60365,0.621698,0.619601,0.639736,0.61925,0.626777,0.610538,0.64256,0.621474,0.62021,0.648457,0.600683,0.60028,0.602038,0.595891,0.57465,0.599368,0.601793,0.637657,0.626287,0.567583,0.593935,0.587874,0.674115,0.599525,0.624692,0.612074,0.596306,0.607914,0.526946,0.615406,0.598766,0.615409,0.588252,0.634031,0.612136,0.601655,0.646503,0.585979,0.619149,0.588727,0.625437,0.60825,0.64446,0.589225,0.626556,0.598696,0.604508,0.626676,0.57706,0.612717,0.556231,0.572055,0.601589,0.579343,0.631791,0.613455,0.603274,0.615357,0.580006,0.615865,0.582595,0.581914,0.608279,0.612208,0.589317,0.638503,0.552242,0.596023,0.600836,0.602868,0.631334,0.606329,0.59313,0.583548,0.648192,
100,1322,0.596878,0.575495,0.588442,0.561676,0.578673,0.585064,0.633172,0.600617,0.591513,0.594724,0.607401,0.582803,0.621801,0.613396,0.590176,0.590824,0.619956,0.576235,0.594521,0.57984,0.611277,0.594338,0.607118,0.58896,0.581972,0.60846,0.585938,0.579857,0.618383,0.590703,0.602907,0.582619,0.648474,0.593063,0.613085,0.611754,0.602655,0.554195,0.625375,0.622868,0.590468,0.609772,0.57206,0.57929,0.595923,0.580514,0.609427,0.621998,0.574089,0.584573,0.632625,0.595242,0.581754,0.568437,0.637891,0.592191,0.585063,0.565784,0.606365,0.650474,0.592481,0.601609,0.610811,0.573183,0.617083,0.615434,0.600032,0.632073,0.582734,0.632915,0.643217,0.619419,0.621981,0.640014,0.58521,0.588964,0.598606,0.603735,0.604065,0.58318,0.58006,0.589325,0.612789,0.586886,0.62054,0.584897,0.581095,0.586101,0.632479,0.582106,0.622444,0.587941,0.600312,0.592036,0.615854,0.637888,0.631789,0.605308,0.599074,0.612522,
100,1323,0.587701,0.634048,0.641096,0.606584,0.594315,0.615615,0.590824,0.584977,0.594608,0.625,0.619417,0.55588,0.57771,0.570618,0.617185,0.591946,0.634602,0.591251,0.57342,0.618359,0.60747,0.570521,0.59894,0.629216,0.615138,0.59865,0.602159,0.599091,0.610785,0.601468,0.581838,0.626676,0.608703,0.577567,0.59656,0.607894,0.588125,0.580283,0.600633,0.605603,0.587839,0.556923,0.571617,0.6135,0.608647,0.600684,0.620741,0.592855,0.568855,0.589513,0.592099,0.580777,0.621415,0.621027,0.645736,0.621169,0.596597,0.64207,0.630081,0.585045,0.598737,0.562396,0.590578,0.559094,0.666257,0.586772,0.584521,0.584999,0.594133,0.594068,0.605099,0.585303,0.564926,0.598109,0.567032,0.629132,0.606363,0.593425,0.602129,0.56776,0.599071,0.615148,0.6035,0.571198,0.639639,0.569731,0.548594,0.624065,0.589144,0.60802,0.591231,0.589023,0.601109,0.649721,0.584354,0.59052,0.60395,0.574196,0.593389,0.591485,
100,1324,0.625258,0.581152,0.658218,0.594246,0.623574,0.626968,0.618725,0.612399,0.631494,0.62837,0.56532,0.613383,0.635228,0.599936,0.581477,0.602257,0.656358,0.630747,0.589217,0.609566,0.635718,0.613532,0.589296,0.585042,0.572283,0.582832,0.612409,0.631049,0.570113,0.635321,0.584471,0.613872,0.589327,0.595511,0.600573,0.5993,0.576645,0.624464,0.562984,0.590509,0.596183,0.61991,0.635762,0.622146,0.626275,0.565151,0.594488,0.631776,0.58806,0.596066,0.624467,0.613659,0.597861,0.618907,0.601389,0.622098,0.627202,0.612492,0.627949,0.600375,0.6197,0.595991,0.586364,0.56395,0.590387,0.577472,0.583612,0.61675,0.615511,0.584057,0.626599,0.591235,0.573444,0.619409,0.596369,0.613716,0.585831,0.601159,0.596293,0.576962,0.581216,0.606013,0.613399,0.574753,0.612171,0.618056,0.60461,0.577122,0.591349,0.641048,0.595037,0.595954,0.57193,0.620773,0.601023,0.60686,0.650156,0.557215,0.62383,0.607494,
