oscillator_number,seed,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
100,1325,0.613094,0.636844,0.637854,0.637587,0.604971,0.598753,0.618728,0.627036,0.565138,0.599936,0.631029,0.54082,0.607274,0.613491,0.619386,0.644081,0.582822,0.556899,0.61112,0.569131,0.596927,0.598942,0.615998,0.579831,0.591126,0.618474,0.608923,0.581302,0.594547,0.611523,0.588396,0.6138,0.592455,0.591222,0.61492,0.595,0.628791,0.594444,0.592376,0.579957,0.607014,0.560424,0.60347,0.571974,0.605071,0.619241,0.572076,0.582575,0.641754,0.635791,0.674287,0.655264,0.643577,0.635969,0.59804,0.608242,0.581425,0.627657,0.591113,0.618153,0.572415,0.62294,0.604233,0.581534,0.590205,0.602916,0.600655,0.592279,0.586072,0.583227,0.609429,0.597406,0.624806,0.606339,0.588457,0.574512,0.602647,0.597726,0.613188,0.630365,0.588076,0.581304,0.575935,0.576985,0.583143,0.61459,0.605891,0.587222,0.615982,0.608788,0.551727,0.616689,0.611584,0.578233,0.60315,0.601373,0.574711,0.613861,0.606247,0.566388,
100,1326,0.60048,0.582943,0.596184,0.607673,0.580831,0.615397,0.588362,0.595785,0.602455,0.587248,0.571081,0.630452,0.532912,0.594623,0.610926,0.630976,0.592275,0.588447,0.620338,0.601151,0.612727,0.642387,0.602417,0.608781,0.574061,0.580328,0.581659,0.577411,0.61553,0.568032,0.604037,0.623699,0.636356,0.631738,0.614534,0.616109,0.580928,0.630983,0.606895,0.618519,0.598588,0.56744,0.603194,0.607484,0.620051,0.62506,0.581333,0.601429,0.578687,0.637777,0.650796,0.584991,0.602447,0.634304,0.595393,0.59481,0.591301,0.636848,0.607431,0.573272,0.564099,0.566946,0.600168,0.609022,0.611791,0.592393,0.613364,0.603375,0.585036,0.592966,0.60572,0.61348,0.583787,0.568153,0.629454,0.582257,0.593742,0.587099,0.607899,0.629005,0.610739,0.605451,0.578161,0.602251,0.621619,0.586149,0.615793,0.606362,0.606477,0.56495,0.616033,0.612322,0.592698,0.571429,0.605914,0.610159,0.610289,0.597723,0.583206,0.613834,
100,1327,0.608549,0.607612,0.578825,0.565719,0.59572,0.588188,0.605143,0.617638,0.584937,0.61061,0.608309,0.599265,0.623802,0.643989,0.614061,0.575122,0.594929,0.653591,0.605265,0.637505,0.626893,0.57041,0.578844,0.601606,0.584265,0.577358,0.597866,0.593362,0.63739,0.622828,0.624603,0.579383,0.579304,0.614667,0.586736,0.603822,0.542296,0.609044,0.58203,0.608054,0.548388,0.598144,0.609192,0.596301,0.610429,0.600185,0.597038,0.588769,0.587989,0.596277,0.586345,0.614295,0.572743,0.597606,0.600226,0.637534,0.613719,0.598169,0.598043,0.615505,0.594475,0.567552,0.587954,0.607863,0.598871,0.62158,0.601693,0.615158,0.616534,0.605965,0.602512,0.608287,0.596145,0.605153,0.614265,0.616336,0.619273,0.597308,0.604393,0.636844,0.606247,0.585245,0.613475,0.577963,0.658495,0.58847,0.61306,0.623213,0.58689,0.601015,0.580978,0.589576,0.609296,0.608823,0.572798,0.613654,0.602457,0.635914,0.595849,0.574785,
100,1328,0.587309,0.621071,0.585924,0.633863,0.618033,0.553512,0.563561,0.591223,0.648862,0.56904,0.604508,0.605457,0.572435,0.575581,0.610407,0.601512,0.578364,0.621612,0.602482,0.578697,0.587153,0.580389,0.591445,0.579632,0.597422,0.580868,0.578597,0.586979,0.566396,0.579295,0.603913,0.595776,0.591202,0.60275,0.566974,0.613832,0.545084,0.632626,0.584289,0.61066,0.620539,0.611992,0.662222,0.600408,0.591115,0.626189,0.561411,0.640849,0.596157,0.599148,0.596508,0.593952,0.554483,0.606097,0.628055,0.596344,0.606454,0.58988,0.632643,0.607225,0.582039,0.603762,0.628662,0.646194,0.621258,0.655725,0.57468,0.629896,0.614679,0.58988,0.577701,0.61637,0.582281,0.62718,0.565109,0.629622,0.587904,0.591866,0.58793,0.572264,0.611441,0.59496,0.610907,0.59065,0.631914,0.621035,0.573461,0.606415,0.598934,0.600902,0.594875,0.609116,0.603346,0.602049,0.605531,0.582275,0.590891,0.606393,0.587619,0.590262,
100,1329,0.592001,0.635515,0.582947,0.555034,0.594053,0.622848,0.639398,0.597448,0.602177,0.573034,0.61116,0.637436,0.628216,0.585689,0.600702,0.589359,0.582452,0.628136,0.609234,0.593943,0.573544,0.624181,0.627539,0.627781,0.595173,0.58655,0.6198,0.605232,0.59229,0.608891,0.604084,0.590396,0.612181,0.597166,0.611681,0.622064,0.597556,0.594308,0.579867,0.601983,0.627686,0.60044,0.610321,0.604751,0.618459,0.601609,0.591791,0.578344,0.585709,0.567146,0.611857,0.593869,0.607329,0.592649,0.584351,0.586459,0.574276,0.610202,0.614041,0.581622,0.602898,0.581098,0.619255,0.612979,0.606828,0.615317,0.601463,0.641199,0.578296,0.605704,0.605462,0.594614,0.620412,0.623543,0.588495,0.586991,0.591823,0.608279,0.58331,0.627706,0.624746,0.602464,0.585647,0.575822,0.582841,0.562089,0.587277,0.579444,0.597466,0.614654,0.590663,0.569007,0.611246,0.613158,0.600136,0.609279,0.647432,0.599076,0.589257,0.558625,
100,1330,0.679372,0.635248,0.606706,0.622948,0.659043,0.571446,0.593888,0.59801,0.605183,0.628571,0.583803,0.611069,0.630518,0.590263,0.60656,0.573357,0.567962,0.641567,0.622364,0.575677,0.590979,0.579916,0.599888,0.562375,0.621751,0.613537,0.615529,0.589127,0.62163,0.605177,0.58969,0.598318,0.645726,0.606563,0.617487,0.637065,0.594619,0.598257,0.563065,0.630391,0.601771,0.592365,0.615944,0.582208,0.593443,0.592879,0.606618,0.579329,0.603317,0.628625,0.620709,0.585979,0.577778,0.634008,0.583888,0.551482,0.61288,0.586513,0.596507,0.613348,0.589091,0.613725,0.577594,0.580852,0.61724,0.600153,0.614362,0.598614,0.587244,0.570652,0.618679,0.572598,0.602259,0.606417,0.578561,0.613733,0.560549,0.614529,0.611282,0.606072,0.593238,0.610974,0.618328,0.608366,0.613658,0.608685,0.610093,0.621116,0.605043,0.58905,0.626315,0.573011,0.609974,0.621889,0.592188,0.589813,0.583101,0.576111,0.617649,0.612402,
100,1331,0.589059,0.614455,0.607325,0.576483,0.564571,0.616446,0.622942,0.569249,0.591624,0.575857,0.612666,0.601369,0.573699,0.61956,0.60676,0.617681,0.578765,0.608081,0.642664,0.598793,0.619749,0.603865,0.644447,0.585298,0.619626,0.596558,0.644888,0.580843,0.581108,0.570397,0.639914,0.568168,0.635383,0.598836,0.661711,0.592522,0.614392,0.578146,0.598722,0.607504,0.60077,0.581989,0.580999,0.619534,0.56174,0.619579,0.537952,0.615657,0.594598,0.645009,0.597217,0.611703,0.614177,0.621893,0.600504,0.637732,0.626164,0.597377,0.624006,0.612077,0.610959,0.605866,0.632669,0.575926,0.591396,0.587639,0.589831,0.639769,0.587416,0.608222,0.590911,0.618318,0.583897,0.614281,0.598707,0.596848,0.57361,0.639534,0.590242,0.605041,0.593904,0.630255,0.581402,0.630277,0.590535,0.618229,0.590445,0.604651,0.609539,0.596432,0.646114,0.610013,0.589279,0.616179,0.634387,0.588167,0.586956,0.588577,0.624012,0.568618,
100,1332,0.641875,0.597207,0.623947,0.558801,0.633607,0.657251,0.593848,0.607117,0.635819,0.598068,0.595049,0.579363,0.622465,0.587172,0.552403,0.61281,0.594881,0.625782,0.581139,0.612278,0.602217,0.592463,0.616166,0.606279,0.594129,0.616601,0.580821,0.585353,0.597865,0.592711,0.628672,0.557984,0.571662,0.587949,0.583951,0.612491,0.594526,0.560203,0.598349,0.58871,0.568977,0.604027,0.608637,0.577144,0.585168,0.585953,0.607985,0.594403,0.601921,0.605318,0.632499,0.603678,0.592215,0.595697,0.6377,0.60771,0.620185,0.641451,0.604736,0.606015,0.602493,0.617788,0.593628,0.588428,0.580125,0.627,0.589236,0.615455,0.584987,0.586948,0.586591,0.584764,0.595455,0.591289,0.600184,0.594019,0.616549,0.603923,0.582421,0.608964,0.608713,0.591889,0.616808,0.621997,0.605294,0.624744,0.627902,0.592507,0.596017,0.575137,0.581648,0.59154,0.5794,0.602941,0.620554,0.602729,0.60901,0.598828,0.588486,0.575132,
100,1333,0.636179,0.617424,0.591615,0.613142,0.590665,0.592851,0.627279,0.590181,0.646866,0.56359,0.584166,0.590487,0.567885,0.579794,0.573202,0.613445,0.591825,0.614895,0.588099,0.589103,0.58713,0.615794,0.608967,0.58801,0.598541,0.617886,0.601752,0.588007,0.573982,0.598877,0.605444,0.599201,0.620428,0.580089,0.618773,0.569166,0.623767,0.603678,0.627894,0.580098,0.663116,0.59668,0.609936,0.628559,0.624786,0.608507,0.617761,0.60091,0.605563,0.643945,0.596206,0.559507,0.607983,0.619779,0.611122,0.596787,0.613015,0.618351,0.600279,0.600764,0.62295,0.573206,0.577648,0.599663,0.581081,0.601713,0.582106,0.613674,0.608432,0.628567,0.595098,0.570493,0.602362,0.611421,0.588831,0.59084,0.581264,0.609125,0.567075,0.615369,0.573584,0.61723,0.592111,0.590539,0.594001,0.610082,0.60008,0.608649,0.643532,0.575156,0.575876,0.602537,0.609801,0.575014,0.610437,0.567894,0.631852,0.594393,0.59144,0.59032,
100,1334,0.586,0.63471,0.608013,0.596509,0.586713,0.59703,0.586077,0.594063,0.621661,0.600072,0.567275,0.575362,0.602758,0.621271,0.586326,0.616948,0.591899,0.611651,0.612516,0.615807,0.608801,0.596063,0.639203,0.573976,0.595589,0.609341,0.600322,0.615006,0.568772,0.561267,0.572629,0.570361,0.589898,0.620717,0.59809,0.627589,0.582238,0.643833,0.573409,0.583068,0.61296,0.63328,0.586331,0.632105,0.606442,0.603769,0.611082,0.576614,0.604929,0.608538,0.554477,0.6047,0.61144,0.613758,0.617114,0.567452,0.619347,0.603926,0.612812,0.598923,0.621238,0.579351,0.568146,0.589162,0.58508,0.60932,0.60751,0.603573,0.609373,0.589083,0.582586,0.588664,0.619397,0.607231,0.608983,0.596107,0.591682,0.606579,0.578622,0.584444,0.565606,0.642407,0.618547,0.638661,0.624058,0.62981,0.601246,0.573661,0.598912,0.590005,0.585562,0.591582,0.604949,0.624144,0.607295,0.583578,0.566585,0.606931,0.591865,0.580675,
100,1335,0.62857,0.59346,0.584451,0.640902,0.586192,0.559464,0.629956,0.634883,0.591662,0.602498,0.623345,0.589581,0.576629,0.61849,0.58925,0.621215,0.597449,0.626496,0.644182,0.617247,0.610672,0.601594,0.59014,0.610132,0.590633,0.594253,0.633169,0.6379,0.6112,0.593745,0.582485,0.619736,0.57505,0.574672,0.62344,0.578886,0.644714,0.579625,0.6385,0.60375,0.597087,0.594954,0.605241,0.629241,0.572656,0.635904,0.625496,0.615437,0.614146,0.595302,0.57914,0.61897,0.567799,0.56207,0.601562,0.638586,0.580043,0.615814,0.56118,0.588468,0.6102,0.588012,0.594259,0.611047,0.60742,0.614048,0.577758,0.621534,0.587091,0.611969,0.576296,0.645687,0.587995,0.583967,0.598898,0.633966,0.618996,0.56904,0.59034,0.587229,0.62376,0.631766,0.634881,0.616469,0.608552,0.604421,0.646225,0.608002,0.605718,0.6054,0.633407,0.623511,0.613399,0.615412,0.590223,0.584582,0.60772,0.607201,0.62885,0.602798,
100,1336,0.628552,0.604828,0.590964,0.571896,0.621723,0.59653,0.614082,0.61093,0.610335,0.617443,0.597862,0.564814,0.585035,0.592009,0.61937,0.574466,0.602079,0.631713,0.575297,0.584328,0.653762,0.604318,0.617959,0.627227,0.628869,0.599674,0.607394,0.603502,0.611133,0.588901,0.585549,0.605379,0.60537,0.596806,0.608148,0.609052,0.590356,0.606743,0.588417,0.580569,0.591243,0.605561,0.560188,0.611805,0.615708,0.593709,0.628648,0.63075,0.599825,0.587524,0.536162,0.595977,0.631543,0.573584,0.606118,0.607996,0.603071,0.600979,0.614105,0.5832,0.600747,0.584901,0.586773,0.596282,0.620939,0.57853,0.622654,0.61611,0.609611,0.626105,0.647078,0.606432,0.613707,0.600161,0.596969,0.646683,0.622938,0.605798,0.570501,0.588548,0.598626,0.571248,0.592734,0.610361,0.58337,0.588132,0.638877,0.601059,0.584081,0.613767,0.610237,0.581884,0.612304,0.604376,0.617634,0.589011,0.598866,0.593602,0.5962,0.59868,
100,1337,0.604727,0.643719,0.610654,0.587326,0.579535,0.597857,0.583869,0.612586,0.632572,0.597935,0.571951,0.60415,0.573473,0.615717,0.601611,0.607857,0.581054,0.63693,0.598665,0.620194,0.590284,0.625015,0.619219,0.61962,0.590803,0.595331,0.598653,0.610681,0.6031,0.585361,0.62064,0.602602,0.60919,0.603041,0.642288,0.616931,0.594633,0.603304,0.591604,0.595058,0.604199,0.605687,0.598489,0.578176,0.62357,0.586467,0.589229,0.642837,0.589984,0.610263,0.557776,0.575555,0.597279,0.576369,0.577203,0.589456,0.598414,0.576256,0.559945,0.593893,0.624149,0.594357,0.596759,0.577018,0.614595,0.61684,0.612743,0.577793,0.582376,0.641024,0.593784,0.571721,0.59751,0.662765,0.629719,0.618244,0.607436,0.574682,0.591935,0.600966,0.638009,0.595418,0.596934,0.60654,0.591817,0.590947,0.599833,0.614459,0.596227,0.608969,0.590368,0.607788,0.573654,0.641379,0.627783,0.624569,0.603156,0.60576,0.580435,0.606108,
100,1338,0.545676,0.598749,0.582697,0.620371,0.61185,0.634816,0.584678,0.616461,0.614478,0.578237,0.61779,0.583237,0.617006,0.601781,0.601342,0.591364,0.566841,0.635311,0.626736,0.605653,0.636991,0.590289,0.621626,0.592027,0.605959,0.645809,0.634299,0.642038,0.618948,0.649183,0.582712,0.62637,0.614029,0.573745,0.596478,0.577417,0.597093,0.574214,0.564689,0.586336,0.622806,0.582999,0.579308,0.603678,0.599072,0.596628,0.59922,0.625322,0.61411,0.591272,0.61095,0.584829,0.5988,0.629388,0.596693,0.566376,0.62599,0.577046,0.614174,0.605757,0.575482,0.595165,0.61163,0.62243,0.591587,0.615833,0.624067,0.616594,0.555181,0.606318,0.598945,0.588807,0.622799,0.58651,0.626303,0.597981,0.635086,0.602112,0.632791,0.610157,0.599657,0.623988,0.587713,0.573692,0.585056,0.572045,0.558482,0.625877,0.596731,0.640458,0.601836,0.57327,0.607417,0.594614,0.60386,0.606691,0.593805,0.584805,0.602043,0.588205,
100,1339,0.591653,0.59055,0.597551,0.587178,0.632823,0.633815,0.639932,0.577651,0.589841,0.596616,0.611857,0.617128,0.593123,0.585234,0.644423,0.602624,0.621653,0.60221,0.602704,0.59403,0.616697,0.593977,0.633724,0.608535,0.604325,0.623161,0.605678,0.603506,0.575518,0.608723,0.625634,0.599439,0.592187,0.603075,0.60499,0.602589,0.580475,0.614258,0.580272,0.592187,0.604726,0.609782,0.624462,0.607647,0.629337,0.570266,0.626958,0.601386,0.573105,0.622119,0.636803,0.617473,0.634072,0.624421,0.628939,0.574392,0.640716,0.597085,0.63977,0.61457,0.604771,0.608325,0.576045,0.626245,0.547696,0.592783,0.586889,0.648643,0.61328,0.611881,0.617826,0.623331,0.594746,0.614272,0.604318,0.58183,0.633101,0.55908,0.580681,0.64752,0.598638,0.6337,0.600032,0.620459,0.587211,0.594589,0.584025,0.577716,0.625285,0.607273,0.588874,0.621197,0.594512,0.621403,0.61977,0.597685,0.619737,0.586878,0.594428,0.605282,
100,1340,0.61912,0.580824,0.603594,0.631951,0.643097,0.608391,0.614649,0.5969,0.604239,0.580396,0.619346,0.592138,0.576374,0.613656,0.618693,0.59992,0.59182,0.627094,0.606427,0.608666,0.624797,0.58372,0.602649,0.608125,0.586071,0.605532,0.594928,0.609191,0.597409,0.624875,0.623315,0.613034,0.544053,0.582277,0.581807,0.592095,0.579088,0.615344,0.604488,0.621695,0.595561,0.60819,0.609286,0.600153,0.585477,0.587912,0.566744,0.603112,0.57755,0.624306,0.602799,0.612511,0.61318,0.595472,0.598933,0.574637,0.586514,0.579994,0.599479,0.599083,0.602566,0.598923,0.606914,0.586092,0.588877,0.59427,0.612822,0.589204,0.616441,0.601335,0.640951,0.567807,0.589679,0.601929,0.620342,0.569051,0.611091,0.612597,0.592462,0.593338,0.619404,0.620113,0.622106,0.609292,0.59248,0.638391,0.619122,0.610834,0.602016,0.610739,0.569888,0.623183,0.614775,0.569683,0.564798,0.633549,0.603908,0.608798,0.610471,0.599968,
100,1341,0.63403,0.613513,0.598844,0.576275,0.577312,0.620807,0.623813,0.605023,0.553894,0.587383,0.61647,0.581085,0.621532,0.627804,0.577128,0.625474,0.583353,0.583765,0.607582,0.618397,0.580519,0.627539,0.62912,0.58441,0.568021,0.61074,0.633618,0.590142,0.609305,0.589032,0.597027,0.580278,0.585664,0.587011,0.605161,0.561714,0.583605,0.610749,0.627631,0.624759,0.647341,0.603271,0.602153,0.625298,0.632958,0.610264,0.610658,0.639147,0.606004,0.598372,0.620137,0.596375,0.598138,0.591187,0.63355,0.619295,0.595402,0.592457,0.612279,0.60069,0.634287,0.578153,0.614975,0.574543,0.603201,0.595041,0.604246,0.592508,0.580108,0.603078,0.629041,0.555056,0.588155,0.596905,0.606912,0.573803,0.589694,0.587917,0.611833,0.613633,0.627001,0.623131,0.558479,0.554213,0.63248,0.567217,0.576974,0.592763,0.615122,0.606038,0.589126,0.594609,0.621801,0.624372,0.612084,0.592767,0.591568,0.587585,0.582093,0.618626,
100,1342,0.610957,0.597828,0.577865,0.59917,0.591665,0.610155,0.576214,0.605362,0.635148,0.579943,0.614608,0.601334,0.609077,0.63177,0.653697,0.615613,0.641148,0.623513,0.623191,0.642577,0.634535,0.597878,0.605923,0.627922,0.620288,0.629778,0.645704,0.593302,0.588318,0.597621,0.583749,0.596227,0.575489,0.587155,0.58733,0.616373,0.579329,0.631957,0.602968,0.594201,0.620023,0.593826,0.578382,0.613039,0.652226,0.593339,0.578171,0.562189,0.611525,0.606028,0.63034,0.643053,0.625325,0.602058,0.605745,0.631113,0.581187,0.578801,0.594856,0.57905,0.613679,0.595925,0.601695,0.596422,0.604842,0.610945,0.609518,0.617291,0.576291,0.606415,0.633769,0.61986,0.605999,0.602698,0.607542,0.628268,0.607636,0.600032,0.605806,0.608555,0.585624,0.600167,0.5983,0.626676,0.611155,0.60331,0.579256,0.601035,0.66112,0.593479,0.600344,0.584869,0.64449,0.59851,0.624165,0.618956,0.602714,0.608739,0.584295,0.641012,
100,1343,0.592003,0.591837,0.611934,0.568607,0.633245,0.60877,0.60389,0.580721,0.612626,0.671552,0.569617,0.639904,0.587087,0.611859,0.555337,0.629159,0.604552,0.619235,0.637986,0.581956,0.583467,0.549513,0.628897,0.567382,0.596201,0.597439,0.596559,0.615149,0.609455,0.619688,0.609808,0.591889,0.587451,0.577655,0.579535,0.611636,0.559356,0.607549,0.607147,0.60902,0.583858,0.618437,0.590135,0.62282,0.591929,0.60275,0.625571,0.593653,0.599133,0.60345,0.601045,0.628664,0.581844,0.595784,0.583009,0.636646,0.583814,0.589303,0.622621,0.602537,0.587831,0.58425,0.645604,0.618074,0.641044,0.561866,0.64145,0.605609,0.602346,0.619556,0.620514,0.61235,0.617242,0.613082,0.582032,0.598589,0.582014,0.605179,0.595434,0.578979,0.593006,0.633663,0.610003,0.638504,0.585263,0.578599,0.627334,0.579249,0.608168,0.599386,0.592688,0.608947,0.576895,0.607466,0.609514,0.604279,0.617367,0.573288,0.596462,0.63077,
100,1344,0.593319,0.630674,0.586709,0.582028,0.593642,0.619389,0.586003,0.590844,0.612506,0.582963,0.609327,0.603858,0.602991,0.577629,0.632854,0.576611,0.576728,0.639284,0.616631,0.591426,0.620856,0.621342,0.614369,0.616925,0.620243,0.579891,0.602215,0.630617,0.621824,0.593069,0.596429,0.604798,0.616962,0.621218,0.631684,0.612303,0.629402,0.579506,0.592136,0.636667,0.582229,0.629852,0.61629,0.572918,0.573718,0.578438,0.583162,0.617909,0.594693,0.581434,0.588938,0.61347,0.587469,0.604969,0.632972,0.600674,0.610786,0.605696,0.625687,0.585722,0.604293,0.584619,0.606735,0.604028,0.610628,0.595091,0.587999,0.597608,0.556902,0.601333,0.572338,0.569304,0.56972,0.605554,0.595506,0.591204,0.634982,0.613182,0.59918,0.591344,0.582239,0.571799,0.611278,0.606179,0.612068,0.615224,0.573196,0.611359,0.631353,0.611395,0.620036,0.596461,0.58523,0.584729,0.604054,0.607401,0.622414,0.577798,0.590862,0.598189,
100,1345,0.609043,0.615647,0.594231,0.622924,0.597074,0.537085,0.604184,0.589489,0.612263,0.592432,0.622332,0.627662,0.590457,0.597596,0.593824,0.625374,0.607912,0.573236,0.634943,0.564451,0.636174,0.607484,0.615943,0.595284,0.624047,0.615176,0.59723,0.600395,0.60998,0.58479,0.61442,0.629389,0.633067,0.576654,0.605221,0.598495,0.612631,0.602088,0.604957,0.60596,0.573685,0.579542,0.616742,0.618908,0.615098,0.591886,0.584383,0.602521,0.593424,0.577813,0.609099,0.564721,0.621306,0.624251,0.605413,0.617017,0.607407,0.590151,0.614144,0.597825,0.589379,0.604603,0.618568,0.57838,0.586011,0.584075,0.586979,0.59266,0.608629,0.61347,0.603461,0.632761,0.592436,0.628001,0.588938,0.62883,0.577767,0.605831,0.598841,0.593514,0.61295,0.599526,0.590748,0.569067,0.619463,0.641212,0.627743,0.59534,0.619982,0.610543,0.611387,0.627089,0.638676,0.60771,0.577452,0.615971,0.566709,0.605081,0.593845,0.593635,
100,1346,0.598096,0.557942,0.615167,0.573071,0.543878,0.594822,0.613174,0.555792,0.623141,0.575336,0.613127,0.59931,0.587891,0.57751,0.623422,0.60618,0.569652,0.586515,0.614155,0.570165,0.590395,0.622255,0.607741,0.599559,0.618801,0.624258,0.615614,0.647881,0.61222,0.638718,0.628603,0.60884,0.598278,0.616628,0.614094,0.587053,0.60811,0.570388,0.640144,0.613315,0.620238,0.596125,0.602355,0.612874,0.591902,0.58656,0.606084,0.581954,0.631889,0.588007,0.587182,0.586418,0.60202,0.638908,0.585904,0.62788,0.605132,0.623901,0.624236,0.586576,0.588389,0.594173,0.610897,0.576797,0.583725,0.557687,0.573207,0.576111,0.583106,0.627229,0.588238,0.578579,0.570484,0.616036,0.593824,0.57682,0.593188,0.606254,0.579596,0.655455,0.574332,0.60305,0.608645,0.608675,0.61444,0.629468,0.600968,0.570954,0.61028,0.605534,0.577905,0.559216,0.567136,0.578361,0.586011,0.570958,0.609391,0.59976,0.569793,0.597139,
100,1347,0.606684,0.607598,0.605642,0.590858,0.56122,0.637031,0.61468,0.599139,0.553069,0.6522,0.592003,0.602101,0.581737,0.621705,0.596993,0.603136,0.61154,0.572899,0.588695,0.616923,0.563053,0.616325,0.638743,0.580695,0.612257,0.596352,0.616605,0.567603,0.581921,0.612467,0.625723,0.603016,0.637123,0.61136,0.633056,0.58061,0.547517,0.653866,0.609297,0.590266,0.605191,0.605688,0.609821,0.628525,0.603399,0.593181,0.595189,0.608005,0.66833,0.587851,0.587332,0.638322,0.612954,0.628706,0.634816,0.596759,0.588761,0.593426,0.602118,0.647311,0.610462,0.572117,0.620889,0.581663,0.595345,0.62546,0.582156,0.614835,0.565488,0.618172,0.597192,0.622298,0.583088,0.610425,0.63126,0.607337,0.640059,0.602211,0.636822,0.599473,0.568104,0.606883,0.619825,0.612815,0.647406,0.608637,0.619823,0.580621,0.606125,0.598381,0.6305,0.606634,0.608154,0.627182,0.629551,0.59542,0.634251,0.655591,0.616275,0.616446,
100,1348,0.615619,0.612187,0.584762,0.577615,0.563642,0.654022,0.605261,0.550448,0.603547,0.592427,0.62068,0.605988,0.608621,0.594681,0.621211,0.591787,0.606279,0.592776,0.583284,0.576968,0.619236,0.611934,0.614148,0.614493,0.601583,0.608101,0.60154,0.594916,0.575909,0.58716,0.59773,0.56961,0.57483,0.600048,0.643381,0.584912,0.601839,0.627731,0.579443,0.604664,0.649573,0.601366,0.589565,0.591068,0.598664,0.630649,0.590926,0.616108,0.602927,0.585667,0.593992,0.566282,0.607172,0.606711,0.621688,0.591614,0.638118,0.561623,0.626669,0.609455,0.60589,0.632591,0.62619,0.598416,0.591688,0.597523,0.577132,0.593811,0.615329,0.607699,0.593683,0.602193,0.598916,0.588481,0.613791,0.610739,0.589406,0.613195,0.602757,0.56411,0.57696,0.59602,0.606685,0.585951,0.624355,0.580614,0.604026,0.62704,0.591635,0.622876,0.64494,0.621525,0.620451,0.60486,0.589119,0.596175,0.606116,0.602297,0.607695,0.600803,
100,1349,0.574328,0.647786,0.580471,0.587275,0.623592,0.590207,0.574948,0.570244,0.580123,0.592127,0.604317,0.607234,0.600787,0.615431,0.603032,0.589324,0.619998,0.580621,0.596001,0.604595,0.628714,0.610077,0.599457,0.645792,0.594275,0.615251,0.626491,0.593133,0.593728,0.595443,0.574817,0.632334,0.619638,0.598412,0.616638,0.609557,0.63021,0.583153,0.59499,0.578483,0.579566,0.588673,0.599073,0.576222,0.623945,0.629335,0.595963,0.62184,0.599538,0.57543,0.5965,0.621784,0.632716,0.602946,0.601728,0.598832,0.634437,0.620781,0.619126,0.595791,0.616288,0.567159,0.619426,0.57569,0.622072,0.599546,0.603827,0.563365,0.545962,0.606593,0.627545,0.624329,0.629727,0.635783,0.598322,0.595368,0.595864,0.571766,0.606,0.578736,0.601731,0.625531,0.56259,0.574299,0.618342,0.570681,0.595061,0.574941,0.579104,0.604478,0.602345,0.653612,0.59434,0.589306,0.622255,0.600744,0.626824,0.576854,0.615609,0.554627,
